Epoch,Training loss,Test loss,MAE,MAPE
0,0.0018512498661875725,0.0011897037625312806,0.31274578857421875,5.917547546386719
20,0.0007620732598006726,0.0008120012432336807,0.23608275222778322,3.7319942626953124
40,0.0006360402964055538,0.000695283979177475,0.2132400665283203,3.29093896484375
60,0.0005735555421561003,0.0006401662603020667,0.20170310974121095,2.9419523010253905
80,0.0005447099339216947,0.0006111589074134827,0.19157606506347657,2.633503967285156
100,0.000519080514088273,0.0006011534929275513,0.1864350814819336,2.4006992797851563
120,0.0005097421165555716,0.0005963260307908058,0.18469164657592774,2.2778504943847655
140,0.0005166075900197029,0.0005953497067093849,0.18188841438293457,2.1570810546875
160,0.0005091388616710901,0.0005963914096355438,0.18036759567260743,2.0512010192871095
180,0.000506687831133604,0.0005928288325667381,0.17878741645812987,2.001698486328125
200,0.0004981184564530849,0.0005941741913557053,0.17746007919311524,1.9057024536132812
220,0.0005083121284842491,0.0005936199128627778,0.1764560775756836,1.8474682312011719
240,0.0004887364022433758,0.0005890883132815361,0.17680189895629883,1.85286669921875
260,0.0004913114830851555,0.0005906828492879868,0.17631795120239258,1.8176763610839843
280,0.0005017890352755785,0.0005892737731337547,0.17565246963500977,1.8089935607910157
300,0.00050159877166152,0.0005876431539654732,0.17589508438110352,1.8072621154785156
320,0.0005034255981445312,0.0005915313139557839,0.1753327350616455,1.7459127197265625
340,0.0005028628017753363,0.0005879980400204658,0.17587513542175293,1.8039286193847657
360,0.0004895325731486082,0.000586796298623085,0.17546310997009276,1.7838152465820312
380,0.0004934053029865027,0.0005848890691995621,0.1747300262451172,1.7572908325195313
400,0.0004929830133914947,0.0005874706283211708,0.17408730697631836,1.731208038330078
420,0.0004941255860030651,0.0005861804857850074,0.17467873001098633,1.724597686767578
440,0.0004878278113901615,0.0005871712863445282,0.17555059814453125,1.7668866577148437
460,0.0004929126650094986,0.0005827081426978112,0.1749396743774414,1.74633837890625
480,0.0004873637929558754,0.0005844043418765068,0.1746599941253662,1.7295770263671875
500,0.0004948358125984669,0.0005875400602817535,0.17474887466430664,1.715431427001953
520,0.0004891928136348724,0.0005868138372898102,0.1754057369232178,1.7275599670410156
540,0.00048478919826447966,0.000584537886083126,0.1749249153137207,1.7414352416992187
560,0.00048696101270616056,0.0005834791958332061,0.17520734214782716,1.766075927734375
580,0.0004935153368860483,0.0005840868875384331,0.1736946678161621,1.7163529357910157
600,0.0004934334410354495,0.0005831235647201538,0.17423309516906738,1.6954485778808595
620,0.0004939155727624893,0.0005877586454153061,0.17468081665039062,1.69916064453125
640,0.0004841796401888132,0.0005823483094573021,0.1747581901550293,1.732063751220703
660,0.0004933310821652413,0.0005800340026617051,0.17329318809509278,1.7125560913085938
680,0.0004948235508054495,0.0005823473185300827,0.17388785934448242,1.7056145629882813
700,0.0004951817784458399,0.0005840883404016494,0.1739191303253174,1.7332215881347657
720,0.00048622108437120914,0.0005828240290284156,0.17455490493774414,1.7373267211914063
740,0.00048753828927874563,0.0005805652365088463,0.17405245399475097,1.714044952392578
760,0.0004985517207533121,0.0005852620005607604,0.1744086456298828,1.7215137939453125
780,0.0004907319378107786,0.0005855032652616501,0.17497230911254882,1.7199691467285156
800,0.000485886556096375,0.0005822177082300186,0.1733063850402832,1.6866804809570313
820,0.0004816490886732936,0.0005826728194952011,0.17327154541015624,1.6931710205078125
840,0.0004825528394430876,0.0005808141455054283,0.17354965209960938,1.7008408203125
860,0.0004900267105549574,0.0005797495618462562,0.17376329040527344,1.6936806640625
880,0.00048327891528606413,0.0005808012410998345,0.174481050491333,1.716833740234375
900,0.000485303595662117,0.0005830754861235618,0.1741218204498291,1.6995714416503906
920,0.0004905545338988305,0.0005780098959803581,0.17337785530090333,1.7046664428710938
940,0.0004804334789514542,0.0005819251909852028,0.17444246864318846,1.7254642028808593
960,0.0004882760988548398,0.0005820154994726181,0.17419130325317383,1.7134841003417969
980,0.00048420809023082257,0.0005791466385126114,0.17288618087768554,1.6933082580566405
1000,0.00048109278921037914,0.0005814016535878181,0.1741695556640625,1.6984138793945311
