Epoch,Training loss,Test loss,MAE,MAPE
0,0.0015379181017347596,0.0014123138171016124,0.32121776363305876,16.054821349026863
20,0.000871413714954989,0.0009306933011925012,0.2576831148381819,12.956730036149946
40,0.000703157757392578,0.0007712447231537418,0.22419022928204452,11.390520785147684
60,0.0006031824373885205,0.0006966129076062587,0.20429350367763585,10.286896662126507
80,0.000526375369283191,0.0005719400550189771,0.17347865481125682,8.677873872455798
100,0.000475665100588741,0.0005365132615623766,0.16321100770381458,8.011625082451001
120,0.0004458675116071837,0.0005059457547439818,0.1520136322891503,7.392944791024191
140,0.0004215996165089963,0.0004696301184594631,0.14288087267624705,6.713199722557738
160,0.00038879596946859047,0.0004436993105500414,0.1361584462617573,6.14960813020405
180,0.00038272399055003594,0.0004276283853278871,0.13085312383216724,5.644408202589604
200,0.0003767187506973482,0.0004179192543552633,0.12909697231493497,5.425468993605229
220,0.00035986974059293666,0.000407073873895825,0.12670214050694517,5.126789695338199
240,0.00035101245565895446,0.00040251996302813814,0.12511216506623385,4.968951897872122
260,0.0003654008014372697,0.0004001320160010405,0.122447963764793,4.743242792497601
280,0.0003545393505574841,0.0003970145770724405,0.12120199496285958,4.48986388089364
300,0.00035977311342497143,0.0003985408595518062,0.11996859772163525,4.3797967475757265
320,0.00034885884450519815,0.0004006847494134777,0.12035005448157327,4.577095105355246
340,0.0003564117643818782,0.0003953288203072652,0.11963244488364772,4.26730912191826
360,0.000360552002389899,0.00039556766941882017,0.11892395312325996,4.302607546354595
380,0.00035447195629801666,0.0003956470826411979,0.11865901842451933,4.337707506146347
400,0.0003526462070447834,0.00039914004308612725,0.11849448534480313,4.303999516001919
420,0.000350750701526474,0.0003933054787155829,0.11825265947141145,4.212804961622807
440,0.0003602511984737296,0.0003939615676931122,0.11822408270417598,4.267180379231771
460,0.000357182283902116,0.00039823531385576515,0.11745477015512032,4.0533794202302635
480,0.00035805145825929284,0.0003931808440635602,0.11750656136295251,4.093634053280479
500,0.0003508476078869742,0.0003925482031742209,0.11786614677362274,4.159678937677752
