Epoch,Training loss,Test loss,MAE,MAPE
0,0.016597516209003516,0.01374991680495441,0.30329328030347824,3.20644261687994
20,0.007180214764957782,0.007078709168126807,0.21600463334470987,1.6243032813072205
40,0.0056950047037389595,0.006379010010277852,0.20394852478057146,1.5235595554113388
60,0.0047787844378035516,0.005150541037437506,0.17474916484206915,1.2503679599612951
80,0.004417558147906675,0.004970529829734005,0.1665875120088458,1.0587276965379715
100,0.004465210156922694,0.005397005734266713,0.17840271536260843,1.2595312930643559
120,0.004127841844820068,0.005001538418582641,0.16646476741880178,0.9743269290775061
140,0.004083590263689985,0.005260546313365921,0.173195437528193,0.9627751167863607
160,0.004167289718679967,0.005092903433251195,0.16471021994948387,0.9663244113326073
180,0.0042745797200041125,0.0051588782807812095,0.17012605629861355,0.9587780386209488
200,0.003910068457116722,0.004959058132953942,0.16327977180480957,0.9513500835746527
220,0.0040463164914399385,0.005023139281547628,0.1638180362060666,0.9135904088616371
240,0.0042482605822442565,0.005047784507041797,0.16771009098738432,0.9581115003675222
260,0.004029895444546128,0.005064688986749388,0.16488116513937712,0.9074205737560987
280,0.004141968140629615,0.005002224221243523,0.16742134746164083,0.9591784980148077
300,0.003794715608819388,0.005219662300078198,0.16318592987954617,0.7216031588613987
320,0.004393937778331747,0.004905693684122525,0.159770792350173,0.8086560256779194
340,0.0039942074809005135,0.005049711136962287,0.16725079901516438,0.9128344524651766
360,0.004023331133794272,0.0055161635973490775,0.17366225086152554,0.8110179472714663
380,0.0038638304386040545,0.005019519216148183,0.16497393511235714,0.9380338601768017
400,0.00406889483838313,0.005194056044274475,0.16279941610991955,0.7540390901267529
420,0.003808551731708576,0.00492331878922414,0.16396296676248312,0.9438808187842369
440,0.003776919715164695,0.00482928792189341,0.16107521951198578,0.9552503973245621
460,0.004019751954729145,0.0050472743168938905,0.1692839479073882,1.07651206292212
480,0.004219754144287435,0.005184001027373597,0.1673933370038867,0.8119186405092478
500,0.003762179101613583,0.005158082916750573,0.16375101543962955,0.7597626242786646
