Test,x0(m),y0(m),d(m),SNR(dB),direction_theta(rad),R_Tar(Mbps),V_Tar(m/s),UE_num,V_Cond,Connected UE_num for target AP,R_targetAP,SNR_Connected_targetAP,Ideal_Thr(Target),UTI_Thr_List(per10ms),UTI(3%),UTI(5%),Runtime
450,1.0007091055500987,9.809670164273372,1.0885985518577488,23.073605676636404,2.6385401376460242,50.0,0.6883929859144963,50,"(0.1,)",2,"[50.0, 53.90457010225099]","[23.073605676636404, 19.604259048178548]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 47.721088329943896, 47.721088329943896, 44.15514753641263]",0.35000000000000003,0.37,7.099852800369263
451,0.9289393218246982,9.95169753177923,1.243847626100029,23.086774522452504,0.443336164932767,50.0,2.734477844043114,50,"(0.1,)",2,"[50.0, 53.90457010225099]","[23.086774522452504, 20.766015320751187]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 47.721088329943896, 47.721088329943896, 44.15514753641263]",0.25,0.27,6.129643440246582
452,1.4518899090001942,9.394789152072697,0.675657151214086,22.17349077880698,1.0327982624723124,50.0,12.231267544390933,50,"(0.1,)",2,"[50.0, 53.90457010225099]","[22.17349077880698, 23.048664932424888]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 47.721088329943896, 47.721088329943896, 44.15514753641263]",0.15,0.16999999999999998,3.9417941570281982
453,2.0775289090767717,8.709767811808547,0.8285063212338603,18.52797232507299,2.3287548749236935,50.0,11.958963135899417,50,"(0.1,)",2,"[50.0, 53.90457010225099]","[18.52797232507299, 19.752724189584924]",50.0,"[50.0, 50.0, 50.0, 50.0, 47.721088329943896, 47.721088329943896, 44.15514753641263]",0.049999999999999996,0.07,1.9823920726776123
459,1.6120589260098304,9.425839187764401,0.7667106844315118,21.762138541299013,2.1168324070596154,50.0,6.100792606273409,50,"(0.1,)",3,"[50.0, 53.90457010225099, 40.67478865203127]","[21.762138541299013, 19.64608701606395, 23.075481687340428]",48.25872863127521,"[49.10210550444322, 49.10210550444322, 49.10210550444322, 49.78014987211706, 49.10210550444322, 49.10210550444322, 49.10210550444322, 49.10210550444322, 49.78014987211706, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 49.76049650131452, 48.40280792016237, 46.23715994445131, 44.861190851442984]",0.31,0.32,6.231339931488037
460,1.4780328788556247,9.669054112233283,0.9469210395022872,22.453361489926714,2.4024293202430567,50.0,17.38753884322717,50,"(0.1,)",3,"[50.0, 53.90457010225099, 40.67478865203127]","[22.453361489926714, 21.84938469763906, 22.729394742860304]",49.78014987211706,"[50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 48.40280792016237, 46.23715994445131]",0.21,0.21,4.203280925750732
461,1.1634846183454604,9.79019591837308,1.0437875549472915,22.9902082356298,0.7924811242886177,50.0,8.998643054737988,50,"(0.1,)",4,"[50.0, 53.90457010225099, 128.1710411214003, 40.67478865203127]","[22.9902082356298, 22.261902202295527, 20.215716524638765, 23.007116921459783]",38.22205324035724,"[38.37690138460889, 38.34053421710512, 38.34053421710512, 38.33812408701503, 38.33812408701503, 38.18557682945184, 37.7132554213564, 37.668558469191325, 37.32037237598589, 36.30210594012178]",0.1,0.1,2.7603700160980225
462,0.7008902591056907,9.113164500313612,0.6583387895552343,22.44443661375023,1.531632371467593,50.0,18.257042282081056,50,"(0.1,)",4,"[50.0, 53.90457010225099, 128.1710411214003, 40.67478865203127]","[22.44443661375023, 21.84938469763906, 22.682286830579123, 23.04818929208386]",37.32037237598589,[34.67786995833848],0.01,0.01,0.8068418502807617
465,0.4068180186926096,8.402950152614393,0.9118110825011011,19.442444580109584,0.5146313723405284,50.0,7.45803523368131,50,"(0.1,)",4,"[50.0, 37.9760198532419, 53.90457010225099, 128.1710411214003]","[19.442444580109584, 22.17349077880698, 21.84938469763906, 21.234409903026396]",32.374754972436534,"[33.21366224148757, 34.23114757801202, 34.23114757801202, 35.11136653207619, 35.11136653207619, 35.11136653207619, 35.11136653207619, 35.11136653207619, 35.74299186219788, 35.854584444642086, 36.41478466925711, 36.948189806102654, 36.948189806102654, 36.948189806102654, 37.34369192641315, 37.34369192641315, 36.948189806102654, 36.90297762653034, 36.90297762653034, 36.41478466925711, 36.41478466925711, 36.41478466925711, 36.41478466925711, 36.41478466925711, 36.948189806102654, 36.948189806102654, 36.948189806102654, 36.948189806102654, 37.690770837595856, 37.881363245600866, 37.881363245600866, 37.881363245600866, 37.881363245600866, 37.690770837595856, 37.34369192641315, 36.948189806102654, 36.41478466925711, 34.93239327990571, 33.21366224148757, 32.374754972436534, 31.15615784757713, 29.7910230632751]",0.41000000000000003,0.42,8.259589433670044
466,0.6891107885371532,8.836557090995525,0.5675287107601004,21.488708518135333,1.1564315028891814,50.0,3.2246353092523563,50,"(0.1,)",3,"[50.0, 37.9760198532419, 53.90457010225099]","[21.488708518135333, 22.45855622023264, 22.784037238674777]",47.65732248293051,"[48.55304622567614, 49.264253074803534, 49.264253074803534, 49.264253074803534, 49.79158923521753, 49.264253074803534, 49.264253074803534, 49.203970168707116, 49.203970168707116, 48.55304622567614, 48.55304622567614, 48.55304622567614, 48.55304622567614, 48.55304622567614, 49.264253074803534, 49.264253074803534, 49.264253074803534, 49.264253074803534, 49.264253074803534, 50.0, 50.0, 50.0, 50.0, 50.0, 49.79158923521753, 49.264253074803534, 48.55304622567614, 46.57652437320761, 44.28488298865009]",0.29000000000000004,0.29000000000000004,6.632743835449219
