RNN error,MSNN error
0.21131424605846405,-1.5150268077850342
-0.37305164337158203,0.07668930292129517
-0.25219523906707764,-0.1363934874534607
-0.1363886296749115,-0.07620300352573395
0.32373517751693726,0.07467848062515259
0.42556509375572205,0.08381746709346771
-0.1470317840576172,0.10016581416130066
-0.11364662647247314,0.03271641582250595
0.8037714958190918,0.03462403267621994
-1.0856897830963135,0.06440053880214691
-0.7144351601600647,0.029102742671966553
-0.7697619199752808,0.0008717179298400879
-0.417050838470459,-0.05199316143989563
-0.3080158829689026,0.13266615569591522
-0.2114620804786682,-1.204735279083252
-0.14670348167419434,-0.1386016309261322
0.2060490846633911,-0.08339205384254456
0.29788073897361755,0.02412189543247223
0.49238693714141846,-0.06895415484905243
0.33402490615844727,-0.01507580280303955
0.2906556725502014,0.23657117784023285
0.2843478322029114,-0.5242670774459839
0.058336347341537476,-0.381231427192688
0.05840201675891876,-0.431535542011261
0.07830749452114105,-0.3418876528739929
0.07372306287288666,0.024260781705379486
0.17237010598182678,0.02701764553785324
0.07193173468112946,-0.13374871015548706
0.23265108466148376,0.07714758813381195
0.23208406567573547,0.1359102427959442
0.2625771760940552,-0.7773416042327881
0.04329843819141388,-0.6626186370849609
0.12897728383541107,-0.6160825490951538
0.33171355724334717,-0.5145171880722046
-0.3642120361328125,-0.489266037940979
-0.1405819058418274,0.002922356128692627
0.3813943862915039,0.08292906731367111
0.024180710315704346,0.11192484945058823
0.19031400978565216,0.15640155971050262
0.15962441265583038,-1.245273470878601
0.2386978268623352,-0.5957082509994507
0.2105323225259781,-0.557296633720398
0.22232350707054138,-0.19072353839874268
0.2419397383928299,0.11085671186447144
0.2429182380437851,-0.1541956663131714
-0.04159128665924072,-0.11667382717132568
0.30227798223495483,0.2609368562698364
0.3603823781013489,0.2371058315038681
0.4280420243740082,0.14975550770759583
-0.6366620063781738,0.5114988088607788
-0.5107738971710205,0.21411098539829254
-0.2727500796318054,0.13409589231014252
0.4493732154369354,0.07529670000076294
0.1356816589832306,0.13826517760753632
-0.09698128700256348,-0.18502676486968994
0.3392174541950226,-0.07308873534202576
-0.10475873947143555,-0.048140764236450195
-0.022302061319351196,-0.07141244411468506
0.06453900039196014,-0.2544667720794678
0.14552246034145355,0.08515019714832306
0.24935749173164368,-0.05498141050338745
0.2534528374671936,0.0949973315000534
0.26069143414497375,-0.24755552411079407
0.24842385947704315,-0.01851537823677063
0.25821158289909363,0.03707113862037659
-0.5616967678070068,-0.8983116149902344
-0.25071054697036743,-0.16777881979942322
-0.1514630913734436,-0.08359628915786743
